Year,Month,DESTINATION,COUNTRYNAME,HS CODE,SHORT_DESC,QUANTITY,UNIT,FOB_VALUE
2023,9,RW,RWANDA,72161000,"Angles, shapes and sections of iron or non-alloy steel. - U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded,of a height of less than 80 mm",10.0,kg,2418.416
2023,9,RW,RWANDA,72166100,"Angles, shapes and sections of iron or non-alloy steel. -- Obtained from flat-rolled products",990.0,kg,454359.36
2023,9,RW,RWANDA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,28050.0,kg,3819976.16
2023,9,SO,SOMALIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",320.0,kg,26440.52
2023,9,SS,SOUTH SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",11763020.0,kg,168625340.23000002
2023,9,SS,SOUTH SUDAN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",1005.0,kg,48750.0
2023,9,TZ,TANZANIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",10150000.0,kg,124069985.9
2023,9,TZ,TANZANIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",67927.5,kg,15611909.725931
2023,9,TZ,TANZANIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",11395.67,kg,5933621.9399999995
2023,9,TZ,TANZANIA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,210790.0,kg,29609824.141392
2023,9,UG,UGANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",6722000.0,kg,98681856.0
2023,9,UG,UGANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",7913.299999999999,kg,2590000.0
2023,9,UG,UGANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",16104.49,kg,6056255.899999999
2023,9,UG,UGANDA,72166100,"Angles, shapes and sections of iron or non-alloy steel. -- Obtained from flat-rolled products",11695.0,kg,3454068.8
2023,9,UG,UGANDA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,28000.0,kg,3709888.0
2023,9,US,UNITED STATES OF AMERICA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",14962.0,kg,3062863.96
2023,9,ZA,SOUTH AFRICA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",238.0,kg,39660.79
2023,9,ZM,ZAMBIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",2835.0,kg,318587.83
2023,10,AC,AIRCRAFT & SHIPSTORES,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",18.0,kg,13000.0
2023,10,BI,BURUNDI,72162100,"Angles, shapes and sections of iron or non-alloy steel. -- L sections",3312.0,kg,455291.89812
2023,10,CA,CANADA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",98.5,kg,53723.66
2023,10,CN,CHINA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",15.0,kg,1019.2
2023,10,DR,DEMOCRATIC REP OF CONGO,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",5815500.0,kg,72128721.80000001
2023,10,DR,DEMOCRATIC REP OF CONGO,72166100,"Angles, shapes and sections of iron or non-alloy steel. -- Obtained from flat-rolled products",3577.0,kg,559946.54
2023,10,ET,ETHIOPIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",56000.0,kg,1095361.94
2023,10,ET,ETHIOPIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",78752.38,kg,21432931.08
2023,10,ET,ETHIOPIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",12330.0,kg,6790073.9
2023,10,KM,COMOROS,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",54000.0,kg,680238.04
2023,10,RW,RWANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",1744000.0,kg,25912189.284049984
2023,10,RW,RWANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",17554.75,kg,3846128.488
2023,10,RW,RWANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",11605.0,kg,8171898.482
2023,10,SC,SEYCHELLES,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",990.0,kg,441000.0
2023,10,SL,SIERRA LEONE,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",82.0,kg,20384.800000000003
2023,10,SO,SOMALIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",12878.0,kg,1127590.91
2023,10,SS,SOUTH SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",13633280.0,kg,197294273.9500001
2023,10,SS,SOUTH SUDAN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",710.0,kg,33908.88
2023,10,SS,SOUTH SUDAN,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",11916.2,kg,3776991.29
2023,10,TZ,TANZANIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",13665000.0,kg,171415986.45455998
2023,10,TZ,TANZANIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",72767.0,kg,18137680.33416
2023,10,TZ,TANZANIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",49869.5,kg,20092026.59279
2023,10,TZ,TANZANIA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,355768.7,kg,51402278.82225319
2023,10,UG,UGANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",15632000.0,kg,185666102.55664
2023,10,UG,UGANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",5746.75,kg,2035873.575952
2023,10,UG,UGANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",27574.0,kg,13587141.49144
2023,10,UG,UGANDA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,3000.0,kg,1115911.5150000001
2023,10,US,UNITED STATES OF AMERICA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",20.0,kg,27719.33
2023,11,AC,AIRCRAFT & SHIPSTORES,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",16.0,kg,13250.0
2023,11,AE,UNITED ARAB EMIRATES,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",60.0,kg,227.67
2023,11,BI,BURUNDI,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",320000.0,kg,4551571.7736
2023,11,BI,BURUNDI,72162100,"Angles, shapes and sections of iron or non-alloy steel. -- L sections",15312.0,kg,1479845.25
2023,11,DR,DEMOCRATIC REP OF CONGO,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",4676400.0,kg,55344174.11
2023,11,DR,DEMOCRATIC REP OF CONGO,72166100,"Angles, shapes and sections of iron or non-alloy steel. -- Obtained from flat-rolled products",7960.0,kg,1275770.34
2023,11,DR,DEMOCRATIC REP OF CONGO,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,200.0,kg,22766.91
2023,11,GB,UNITED KINGDOM,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",8.0,kg,2589.45
2023,11,MW,MALAWI,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",25552.5,kg,9250817.0
2023,11,PL,POLAND,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",198.0,kg,117200.79000000001
2023,11,RW,RWANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",797000.0,kg,12071000.800500002
2023,11,RW,RWANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",57801.740000000005,kg,10667087.95102503
2023,11,RW,RWANDA,72166100,"Angles, shapes and sections of iron or non-alloy steel. -- Obtained from flat-rolled products",27600.0,kg,6634390.2271012
2023,11,SO,SOMALIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",699.0,kg,54403.41
2023,11,SS,SOUTH SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",15429020.0,kg,224854850.69999987
2023,11,SS,SOUTH SUDAN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",5570.0,kg,300058.44
2023,11,TZ,TANZANIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",7010000.0,kg,89499365.392
2023,11,TZ,TANZANIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",159051.0,kg,30053519.040783297
2023,11,TZ,TANZANIA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,30225.0,kg,5202697.1540125
2023,11,UG,UGANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",7294.65,kg,2342500.0
2023,11,UG,UGANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",96400.0,kg,44054241.37875
2023,11,UG,UGANDA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,225000.0,kg,34808818.716
2023,11,ZM,ZAMBIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",275.0,kg,49882.41
2023,11,ZW,ZIMBABWE,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",20500.0,kg,8322382.09
2023,12,AC,AIRCRAFT & SHIPSTORES,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",5.0,kg,4500.0
2023,12,DE,GERMANY,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",5.0,kg,1529.15
2023,12,DR,DEMOCRATIC REP OF CONGO,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",4212000.0,kg,50798243.699999996
2023,12,ET,ETHIOPIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",104844.0,kg,20938136.65
2023,12,ET,ETHIOPIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",12330.0,kg,6981437.97
2023,12,MW,MALAWI,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",2.24,kg,13978.05
2023,12,MW,MALAWI,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",17000.0,kg,5129066.16
2023,12,MZ,MOZAMBIQUE,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",87.5,kg,153438.2
2023,12,PK,PAKISTAN,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",111.0,kg,2018.47
2023,12,RW,RWANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",130000.0,kg,1993290.0000000002
2023,12,RW,RWANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",22196.0,kg,4345634.4447
2023,12,RW,RWANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",36872.8,kg,15279128.752
2023,12,SC,SEYCHELLES,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",1840.0,kg,980000.0
2023,12,SD,SUDAN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",10.0,kg,539.74
2023,12,SO,SOMALIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",751.0,kg,55698.36
2023,12,SS,SOUTH SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",13577000.0,kg,201136998.75000003
2023,12,SS,SOUTH SUDAN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",70.0,kg,18486.45
2023,12,SS,SOUTH SUDAN,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",51.0,kg,17602.44
2023,12,TZ,TANZANIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",2954143.0,kg,40020063.64
2023,12,TZ,TANZANIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",108451.20000000001,kg,26358021.454123
2023,12,TZ,TANZANIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",17529.0,kg,8264244.600000001
2023,12,TZ,TANZANIA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,75409.6,kg,14564816.7
2023,12,UG,UGANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",12466500.0,kg,152970031.6
2023,12,UG,UGANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",13597.2,kg,6976899.0
2023,12,UG,UGANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",30673.0,kg,13186008.42
2023,12,UG,UGANDA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,100000.0,kg,14893556.220000003
2023,12,US,UNITED STATES OF AMERICA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",28.8,kg,4619.82
2023,12,ZA,SOUTH AFRICA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",188.0,kg,23000.3
2023,12,ZM,ZAMBIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",40.0,kg,62162.42
2023,12,ZW,ZIMBABWE,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",54.5,kg,61375.28
2024,1,AC,AIRCRAFT & SHIPSTORES,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",5.0,kg,4500.0
2024,1,CG,"CONGO, BRAZZAVILLE",48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",85.6,kg,169574.7
2024,1,CM,CAMEROON,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",98.6,kg,235895.75
2024,1,DR,DEMOCRATIC REP OF CONGO,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",7173247.0,kg,89742521.05
2024,1,ET,ETHIOPIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",113354.0,kg,25808411.090000004
2024,1,ET,ETHIOPIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",12330.0,kg,7139486.9
2024,1,RW,RWANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",32000.0,kg,502112.0
2024,1,RW,RWANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",9060.0,kg,2241773.17
2024,1,RW,RWANDA,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",268.0,kg,6000.0
2024,1,RW,RWANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",25243.0,kg,12389537.0
2024,1,SD,SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",29000.0,kg,522000.0
2024,1,SS,SOUTH SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",19515550.0,kg,274069175.2200001
2024,1,SS,SOUTH SUDAN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",30.0,kg,4500.0
2024,1,TZ,TANZANIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",3666000.0,kg,48936590.85
2024,1,TZ,TANZANIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",31418.0,kg,4204874.18
2024,1,TZ,TANZANIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",8960.0,kg,3904489.9039999996
2024,1,TZ,TANZANIA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,40703.0,kg,6068912.649999999
2024,1,UG,UGANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",9715.0,kg,3798799.5
2024,1,UG,UGANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",20138.0,kg,9480392.69
2024,1,UG,UGANDA,72161000,"Angles, shapes and sections of iron or non-alloy steel. - U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded,of a height of less than 80 mm",460.02,kg,31068.18
2024,1,ZM,ZAMBIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",6314.0,kg,2201221.48
2024,2,BI,BURUNDI,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",1000000.0,kg,19274232.0
2024,2,BI,BURUNDI,72162100,"Angles, shapes and sections of iron or non-alloy steel. -- L sections",5712.0,kg,806162.88
2024,2,DR,DEMOCRATIC REP OF CONGO,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",11002000.0,kg,134087119.32
2024,2,DR,DEMOCRATIC REP OF CONGO,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",2187.65,kg,861927.97
