Year,Month,DESTINATION,COUNTRYNAME,HS CODE,SHORT_DESC,QUANTITY,UNIT,FOB_VALUE
2022,1,BI,BURUNDI,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",81000.0,kg,963497.85
2022,1,CG,"CONGO, BRAZZAVILLE",25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",112000.0,kg,1040736.36
2022,1,DR,DEMOCRATIC REP OF CONGO,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",283000.0,kg,2510197.1500000004
2022,1,DR,DEMOCRATIC REP OF CONGO,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",54560.0,kg,2523385.84
2022,1,GB,UNITED KINGDOM,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",1.0,kg,56.81
2022,1,GB,UNITED KINGDOM,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",0.5,kg,56.81
2022,1,OT,OTHER COUNTRIES NES,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",32000.0,kg,355834.41
2022,1,RW,RWANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",4824000.0,kg,44442973.910000004
2022,1,RW,RWANDA,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",86494.40999999999,kg,40610369.63899999
2022,1,RW,RWANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",225492.8,kg,37285689.42
2022,1,RW,RWANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",22363.65,kg,4948182.68
2022,1,RW,RWANDA,72162100,"Angles, shapes and sections of iron or non-alloy steel. -- L sections",1395.0,kg,294930.0
2022,1,SO,SOMALIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",9.0,kg,1216.93
2022,1,SS,SOUTH SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",2767600.0,kg,28966415.020000003
2022,1,SS,SOUTH SUDAN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",30836.0,kg,1544241.92
2022,1,TZ,TANZANIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",6225000.0,kg,49972479.00000001
2022,1,TZ,TANZANIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",55626.0,kg,8518529.399999999
2022,1,TZ,TANZANIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",33560.0,kg,6851554.33
2022,1,TZ,TANZANIA,72131000,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel. - Containing indentations,ribs,grooves or other deformations produced during the rolling process",1018000.0,kg,94903892.85599998
2022,1,TZ,TANZANIA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,33750.0,kg,4461975.0
2022,1,UG,UGANDA,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",11879.0,kg,6005622.3
2022,1,UG,UGANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",14756.25,kg,4056734.0
2022,1,ZA,SOUTH AFRICA,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",60.0,kg,159973.59
2022,1,ZM,ZAMBIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",7421.0,kg,667363.3600000001
2022,2,BI,BURUNDI,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",79000.0,kg,942427.3004999999
2022,2,BI,BURUNDI,72162100,"Angles, shapes and sections of iron or non-alloy steel. -- L sections",28030.0,kg,3517031.8884
2022,2,CA,CANADA,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",582.0,kg,25000.0
2022,2,CA,CANADA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",582.0,kg,2842572.64
2022,2,DR,DEMOCRATIC REP OF CONGO,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",171500.0,kg,1528537.55
2022,2,DR,DEMOCRATIC REP OF CONGO,72161000,"Angles, shapes and sections of iron or non-alloy steel. - U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded,of a height of less than 80 mm",1667.48,kg,195560.03
2022,2,DR,DEMOCRATIC REP OF CONGO,72166100,"Angles, shapes and sections of iron or non-alloy steel. -- Obtained from flat-rolled products",1300.8,kg,184828.39
2022,2,ET,ETHIOPIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",10546.0,kg,2163168.5
2022,2,KM,COMOROS,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",1.0,kg,227.34
2022,2,MW,MALAWI,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",12000.0,kg,3701029.58
2022,2,RW,RWANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",4167500.0,kg,37883418.81599996
2022,2,RW,RWANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",88840.0,kg,14528773.254
2022,2,RW,RWANDA,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",57.0,kg,56579.7222
2022,2,RW,RWANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",1750.0,kg,409875.0
2022,2,RW,RWANDA,72162100,"Angles, shapes and sections of iron or non-alloy steel. -- L sections",15872.0,kg,3317866.7217
2022,2,RW,RWANDA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,25000.0,kg,2931664.672125
2022,2,SD,SUDAN,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",76479.28,kg,22688628.88
2022,2,SG,SINGAPORE,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",40.0,kg,2957500.05
2022,2,SS,SOUTH SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",5150000.0,kg,54260756.43000003
2022,2,SS,SOUTH SUDAN,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",58600.0,kg,6363580.0
2022,2,TZ,TANZANIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",7900000.0,kg,63106241.129999995
2022,2,TZ,TANZANIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",52955.1,kg,9075324.012797
2022,2,TZ,TANZANIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",41658.2,kg,11494643.86
2022,2,TZ,TANZANIA,72131000,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel. - Containing indentations,ribs,grooves or other deformations produced during the rolling process",624000.0,kg,58313663.45763001
2022,2,TZ,TANZANIA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,143400.0,kg,16555900.446146999
2022,2,UG,UGANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",4000.0,kg,25000.0
2022,2,UG,UGANDA,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",19733.0,kg,9205010.675529
2022,2,UG,UGANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",14059.0,kg,5524405.0
2022,2,UG,UGANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",60205.600000000006,kg,14421591.75789
2022,2,UG,UGANDA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,28000.0,kg,3260718.93
2022,2,US,UNITED STATES OF AMERICA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",13775.2,kg,2211531.3
2022,2,ZM,ZAMBIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",2813.0,kg,226202.02
2022,2,ZW,ZIMBABWE,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",4151.0,kg,513904.75
2022,3,BI,BURUNDI,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",73000.0,kg,727011.65
2022,3,BI,BURUNDI,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",3751.0,kg,539988.034
2022,3,BI,BURUNDI,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,2000.0,kg,492652.80000000005
2022,3,DR,DEMOCRATIC REP OF CONGO,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",703000.0,kg,6361239.72
2022,3,DR,DEMOCRATIC REP OF CONGO,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",21641.6,kg,3664683.61
2022,3,ET,ETHIOPIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",9958.0,kg,2129267.3
2022,3,GB,UNITED KINGDOM,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",2.2,kg,113.92
2022,3,MW,MALAWI,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",26100.0,kg,7330978.53
2022,3,MZ,MOZAMBIQUE,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,25000.0,kg,3391937.27
2022,3,NL,NETHERLANDS,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",38.0,kg,3026.12
2022,3,RW,RWANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",6880500.0,kg,63144380.343999915
2022,3,RW,RWANDA,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",10320.0,kg,3380236.01609658
2022,3,RW,RWANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",138655.0,kg,29139774.229999997
2022,3,RW,RWANDA,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",3025.0,kg,453240.3
2022,3,RW,RWANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",4000.0,kg,1040000.0
2022,3,RW,RWANDA,72162100,"Angles, shapes and sections of iron or non-alloy steel. -- L sections",18820.0,kg,3836305.6000000006
2022,3,SO,SOMALIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",8.0,kg,3555.2
2022,3,SS,SOUTH SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",24377500.0,kg,263376198.3399999
2022,3,SS,SOUTH SUDAN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",29900.0,kg,2720905.2199999997
2022,3,SS,SOUTH SUDAN,72161000,"Angles, shapes and sections of iron or non-alloy steel. - U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded,of a height of less than 80 mm",957.0,kg,249360.41
2022,3,SS,SOUTH SUDAN,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,6750.0,kg,933780.38
2022,3,TZ,TANZANIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",3340000.0,kg,29380403.45
2022,3,TZ,TANZANIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",143324.0,kg,28464899.090000004
2022,3,TZ,TANZANIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",51575.97,kg,11270877.5895
2022,3,TZ,TANZANIA,72131000,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel. - Containing indentations,ribs,grooves or other deformations produced during the rolling process",821000.0,kg,82305472.66340001
2022,3,TZ,TANZANIA,72161000,"Angles, shapes and sections of iron or non-alloy steel. - U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded,of a height of less than 80 mm",32000.0,kg,3734612.7108000005
2022,3,TZ,TANZANIA,72166100,"Angles, shapes and sections of iron or non-alloy steel. -- Obtained from flat-rolled products",53130.0,kg,11062804.1719
2022,3,TZ,TANZANIA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,447990.0,kg,55311289.3112
2022,3,UG,UGANDA,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",24410.174,kg,11934275.5981
2022,3,UG,UGANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",14827.6,kg,4661767.2
2022,3,UG,UGANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",29548.0,kg,6923158.4029
2022,3,UG,UGANDA,72161000,"Angles, shapes and sections of iron or non-alloy steel. - U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded,of a height of less than 80 mm",6990.0,kg,1306780.183
2022,3,ZM,ZAMBIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",3085.5,kg,240329.59
2022,3,ZW,ZIMBABWE,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",6662.0,kg,373122.26
2022,4,BI,BURUNDI,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",25000.0,kg,259087.5
2022,4,BI,BURUNDI,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",110.0,kg,34800.0
2022,4,BI,BURUNDI,72162100,"Angles, shapes and sections of iron or non-alloy steel. -- L sections",528.0,kg,40327.0
2022,4,BI,BURUNDI,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,312.0,kg,23035.6
2022,4,DE,GERMANY,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",102.9,kg,404.94
2022,4,DR,DEMOCRATIC REP OF CONGO,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",1952000.0,kg,20280858.360000003
2022,4,DR,DEMOCRATIC REP OF CONGO,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",81003.0,kg,6356254.37
2022,4,DR,DEMOCRATIC REP OF CONGO,72166100,"Angles, shapes and sections of iron or non-alloy steel. -- Obtained from flat-rolled products",663.5,kg,95772.21
2022,4,ET,ETHIOPIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",12500.0,kg,3870067.99
2022,4,MW,MALAWI,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",47400.0,kg,14398261.48
2022,4,OT,OTHER COUNTRIES NES,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",28000.0,kg,375784.18
2022,4,RW,RWANDA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",6041500.0,kg,60080650.57000001
2022,4,RW,RWANDA,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",114465.0,kg,53249320.48
2022,4,RW,RWANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",207113.5,kg,42977036.16229999
2022,4,RW,RWANDA,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",25.0,kg,57700.0
2022,4,RW,RWANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",1330.0,kg,687392.5
2022,4,RW,RWANDA,72162100,"Angles, shapes and sections of iron or non-alloy steel. -- L sections",14003.6,kg,2706823.98
2022,4,SS,SOUTH SUDAN,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",14008500.0,kg,188884522.73000044
2022,4,SS,SOUTH SUDAN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",44877.0,kg,5018646.34
2022,4,SS,SOUTH SUDAN,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",25000.0,kg,2520000.0
2022,4,TZ,TANZANIA,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",2638000.0,kg,25201841.22
2022,4,TZ,TANZANIA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",94633.0,kg,17952161.380000003
2022,4,TZ,TANZANIA,48193000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Sacks and",400.0,kg,101310.6416
2022,4,TZ,TANZANIA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",39387.32,kg,10373084.8
2022,4,TZ,TANZANIA,72131000,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel. - Containing indentations,ribs,grooves or other deformations produced during the rolling process",158000.0,kg,15890184.127999999
2022,4,TZ,TANZANIA,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,343100.0,kg,48667921.151999995
2022,4,UG,UGANDA,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",63985.986000000004,kg,32255198.5845
2022,4,UG,UGANDA,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",4579.2,kg,606955.65
2022,4,UG,UGANDA,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",20212.8,kg,5645555.15
2022,4,YE,YEMEN,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",2500.0,kg,67502.1
2022,5,AE,UNITED ARAB EMIRATES,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,26000.0,kg,3665275.74
2022,5,BE,BELGIUM,72172000,Wire of iron or non-alloy steel. - Plated or coated with zinc,50000.0,kg,7990365.54
2022,5,BI,BURUNDI,25232900,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers. -- Other",25000.0,kg,301875.0
2022,5,BI,BURUNDI,48115990,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",4405.0,kg,772360.2
2022,5,BI,BURUNDI,48191000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Cartons, b",1512.0,kg,58584.96
2022,5,DJ,DJIBOUTI,48194000,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like. - Other sack",10.0,kg,7280.0
