YEAR,MONTH,ENTRY_NUMBER,VERSION,ITEM_NUM,ENTRYSTATUS,REG_DATE,REGIME,CPC,QUANTITY,FOB_VALUE,CURRENCY,ENTRY_CUSTOM_VALUE,HS_CHAPTER,HSCODE,GOOD_DESCRIPTION,ORIGIN_COUNTRY_CODE,ORIGIN_COUNTRY_NAME,COUNTRY_OF_DESTINATION,COD_NAME,STATION,PLACE_OF_DISCHARGE,TOTAL_TAX_PAYABLE,TOTAL_TAX_PAID,IMPORT_DUTY,IMPORT_VAT,EXCISE,EXPORT_DUTY,IDF,RDL,RML,PRL,MSS,OTHER_TAX
2023,2023-07,23EMKIM400751247,1,1,Settled,20:57.0,IM4,IM400,24000.0,3809311.67,USD,4308697.16,48,48043900,"MF Bleached Kraft Paper 70 gsm,Brand: Sinar Royal White,RW:335mm,Dia:1000mm; 1;",ID,Indonesia,KE,Kenya,EMK,ICD,2617128,0,1508045,930679,0,0,107718,64631,0,0,6055,0
2023,2023-07,23ATNIM400123859,2,1,Settled,16:22.0,IM4,IM400,25000.0,5713532.78,USD,6084711.25,72,72131000,STEEL WIRE 5 MM; 49118; 1; ,CN,China,KE,Kenya,ATN,AT2,2639989,865364,1341160,1072928,0,0,134116,80470,0,0,11315,0
2023,2023-07,23ATNIM400123859,2,1,Settled,16:22.0,IM4,IM400,25000.0,5713532.78,USD,6084711.25,72,72131000,STEEL WIRE 5 MM; 49118; 1; ,CN,China,KE,Kenya,ATN,AT2,2639989,0,1341160,1072928,0,0,134116,80470,0,0,11315,0
2023,2023-07,23EMKIM400793395,1,1,Settled,03:35.0,IM4,IM400,2425.0,3878301.02,USD,4338433.54,48,48043900,MG BLEACHED KRAFT PAPER - 30GSM RW: 980 MM SHADE: NATURAL WHITE; 1;,ID,Indonesia,KE,Kenya,EMK,ICD,307611,0,174521,107705,0,0,12466,7480,0,0,5439,0
2023,2023-07,23SCDIM400041039,1,4,Removed,06:35.0,IM4,IM491,5000.0,5932461.68,USD,7122441.87,48,48041100,KRAFT LINER 140K/175; 1; 3779.9; ,ZA,South Africa,KE,Kenya,SCD,SCD,126372,15579,221148,101097,0,0,15797,9478,0,0,0,0
2023,2023-07,23MBAEX304214260,1,1,Settled,58:13.0,EX3,EX312,264.0,92644.0,KES,92644.0,48,48194000,CARBON FOOT PRINT PAPER SACKS VALVE TYPE 2PLIES 80GSM/1INNER PLY 97GSM; 50; 11; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,29,29,0,0,0,0,0,0,0,0,29,0
2023,2023-07,23MBAIM704017012,1,1,Settled,48:23.0,IM7,IM751,15202.5,5246283.28,GBP,5499611.82,48,48191000,N/A; PRINTED EMPTY TEA CARTONS; 540250; 1879; 1; ,LK,Sri Lanka,KE,Kenya,MBA,CNT,4215,4215,1924865,1484896,1856120,0,0,0,0,0,4215,0
2023,2023-08,23MBAIM404659471,1,6,Settled,07:10.0,IM4,IM400,207.0,4819753.76,USD,5420677.21,48,48193000,PAPER BAGS; 120; 9; 1; ,CN,China,KE,Kenya,MBA,MTS,23210,81343,13404,8273,0,0,958,575,0,0,0,0
2023,2023-09,23NMAIM400493580,1,1,Removed,18:57.0,IM4,IM404,31770.0,5702185.85,USD,5702185.85,48,48042100,SACK KRAFT PAPER; 0;,TZ,Tanzania,KE,Kenya,NMA,NMA,912350,0,1995766,912350,0,0,0,0,0,0,0,0
2023,2023-09,23MBAIM405407411,1,1,Settled,17:44.0,IM4,IM400,24950.0,4721265.33,EUR,5083238.92,48,48043900,ADVANTAGE SMOOTH WHITE STRONG PAPER 70GSM; 1; ,CZ,Czech Republic,KE,Kenya,MBA,CCF,3086825,0,1779134,1097980,0,0,127081,76249,0,0,6381,0
